Page,Price,Type,Beds,Baths,Area,Location
205,"610,000",Apartment,6,4,184 Sq. M.,"Al Jamiyin, Dammam"
205,"450,000",Apartment,4,3,146 Sq. M.,"Um Assalum, South Jeddah, Jeddah"
205,"665,000",Apartment,6,3,174 Sq. M.,"Um Assalum, South Jeddah, Jeddah"
206,"1,150,000",Villa,10,5,401 Sq. M.,"Al Majd, Sabya Jazan Region"
206,"560,000",Apartment,5,4,139 Sq. M.,"Al Safa, North Jeddah, Jeddah"
206,"1,200,000",Villa,7,6,200 Sq. M.,"Al Khomrah, South Jeddah, Jeddah"
206,"1,200,000",Villa,7,5,312 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
206,"1,250,000",Villa,9,6,443 Sq. M.,"Ash Shamiya Al Jadid, Makkah"
206,"1,250,000",Villa,9,6,443 Sq. M.,"Ash Shamiya Al Jadid, Makkah"
206,"750,000",Floor,6,3,255 Sq. M.,"Al Tarwia, Makkah"
206,"550,000",Apartment,6,4,178 Sq. M.,"Um Assalum, South Jeddah, Jeddah"
206,"550,000",Apartment,6,4,178 Sq. M.,"Um Assalum, South Jeddah, Jeddah"
206,"500,000",Apartment,7,4,200 Sq. M.,"Al Maealaa, Ahad Rafidah"
206,"650,000",Floor,7,4,218 Sq. M.,"Al Suways 1, Jazan"
206,"650,000",Floor,7,4,218 Sq. M.,"Al Suways 1, Jazan"
206,"700,000",Villa,6,5,360 Sq. M.,"Al Ihtifalat District, Al Rass"
206,"700,000",Villa,6,5,360 Sq. M.,"Al Ihtifalat District, Al Rass"
206,"550,000",Apartment,5,4,173 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
206,"5,600,000",Villa,8,6,754 Sq. M.,"King Fahd, North Riyadh, Riyadh"
206,"780,000",Villa,8,6,398 Sq. M.,"Eastern Al Urafa, Taif"
206,"650,000",Apartment,6,4,231 Sq. M.,"Al Zuhur, Abha"
206,"750,000",Apartment,8,6,373 Sq. M.,"Al Zuhur, Abha"
206,"850,000",Floor,5,3,169 Sq. M.,"Al Bayan Neighborhood, East Riyadh, Riyadh"
206,"1,150,000",Villa,8,8,462 Sq. M.,"Al Shiqah, Buraydah Al Qassim Region"
206,"970,000",Villa,7,5,200 Sq. M.,"Al Fadeylah, South Jeddah, Jeddah"
206,"520,000",Apartment,5,4,186 Sq. M.,"Um Assalum, South Jeddah, Jeddah"
206,"520,000",Apartment,6,3,205 Sq. M.,"Al Muhammadiyah 2, Jazan"
206,"990,000",Apartment,7,5,227 Sq. M.,"Al Safa, North Jeddah, Jeddah"
207,"795,000",Villa,8,6,440 Sq. M.,"An Nuzhah 1, Ahad Rafidah"
207,"595,000",Apartment,6,4,176 Sq. M.,"Governmental1, Jeddah"
207,"700,000",Apartment,6,5,224 Sq. M.,"Al Maealaa, Ahad Rafidah"
207,"850,000",Apartment,5,4,213 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
207,"990,000",Villa,7,5,250 Sq. M.,"King Fahd Suburb, Dammam"
207,"850,000",Villa,7,5,313 Sq. M.,"Ar Rehab, Taif"
207,"1,947",Villa,7,5,359 Sq. M.,"Al Qaa Al Barid, Buraydah Al Qassim Region"
207,"2,750,000",Villa,4,2,330 Sq. M.,"Al Sheraa, North Jeddah, Jeddah"
207,"540,000",Floor,2,3,380 Sq. M.,"Al Salam District, Al Badayea Al Qassim Region"
207,"800,000",Villa,5,4,340 Sq. M.,"Al Rimal, Buraydah Al Qassim Region"
207,"630,000",Apartment,3,3,232 Sq. M.,"Ar Rehab, Taif"
207,"380,000",Apartment,3,2,105 Sq. M.,"Hajr, Dammam"
207,"1,000,000",Floor,4,2,261 Sq. M.,"Al Yamamah, Makkah"
207,"1,100,000",Villa,4,3,474 Sq. M.,"Riha District, Taif"
207,"900,000",Floor,3,3,312 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
207,"600,000",Floor,3,3,219 Sq. M.,"Al Dhurfah, Khamis Mushait"
207,"1,000,000",Villa,4,3,382 Sq. M.,"Al Maealaa, Ahad Rafidah"
207,"1,100,000",Villa,4,4,353 Sq. M.,"Al Shulah, Dammam"
207,"750,000",Floor,3,2,150 Sq. M.,"Al Hazm, West Riyadh, Riyadh"
207,"600,000",Floor,3,4,204 Sq. M.,"Al Sharaf, Khamis Mushait"
207,"850,000",Villa,5,6,200 Sq. M.,"Al Sharaf, Khamis Mushait"
207,"650,000",Floor,3,2,224 Sq. M.,"Al Maealaa, Ahad Rafidah"
207,"560,000",Apartment,3,3,220 Sq. M.,"Ar Rawabi, Abha"
207,"700,000",Floor,3,2,500 Sq. M.,Muhayil
207,"1,200,000",Apartment,6,2,280 Sq. M.,"Al Rawdah, North Jeddah, Jeddah"
208,"1,270,000",Villa,7,5,300 Sq. M.,"Al jameen, Khamis Mushait"
208,"530,000",Apartment,5,3,204 Sq. M.,"Ar Rehab 1, Jazan"
208,"600,000",Apartment,6,4,222 Sq. M.,"Ar Rawabi, Abha"
208,"890,000",Apartment,7,5,319 Sq. M.,"Al Ghadir, Abha"
208,"1,100,000",Villa,7,4,296 Sq. M.,"Al Rahmanyah, North Jeddah, Jeddah"
208,"470,000",Apartment,5,3,152 Sq. M.,"Shubat Al Shaykh, Khamis Mushait"
208,"1,150,000",Villa,7,5,388 Sq. M.,"Akhbab, Taif"
208,"3,200,000",Villa,7,5,"1,176 Sq. M.","Al Khalij, Ahad Rafidah"
208,"670,000",Apartment,6,5,244 Sq. M.,"Shubat Al Shaykh, Khamis Mushait"
208,"1,149,998",Villa,7,5,388 Sq. M.,"Akhbab, Taif"
208,"540,000",Villa,4,4,258 Sq. M.,"Al Nakhil, Buraydah Al Qassim Region"
208,"620,000",Apartment,6,4,215 Sq. M.,"Um Assalum, South Jeddah, Jeddah"
208,"990,000",Villa,5,5,310 Sq. M.,"Nubala, Madina"
208,"700,000",Apartment,7,5,307 Sq. M.,"Al Barid, Ahad Rafidah"
208,"550,000",Apartment,6,4,216 Sq. M.,"North Al Tadamun, Khamis Mushait"
208,"740,000",Apartment,5,3,176 Sq. M.,"Alawali, West Riyadh, Riyadh"
208,"1,230,000",Villa,6,4,325 Sq. M.,"Badr, South Riyadh, Riyadh"
208,"650,000",Apartment,3,3,218 Sq. M.,"Al Mraikh, North Jeddah, Jeddah"
208,"720,000",Villa,4,4,345 Sq. M.,"North Al Tadamun, Khamis Mushait"
208,"550,000",Apartment,3,2,191 Sq. M.,"Al Barid, Ahad Rafidah"
208,"740,000",Apartment,5,2,176 Sq. M.,"Alawali, West Riyadh, Riyadh"
208,"680,000",Floor,3,2,144 Sq. M.,"Al Hazm, West Riyadh, Riyadh"
208,"650,000",Apartment,3,3,214 Sq. M.,"Al Umrah, Makkah"
208,"1,200,000",Villa,5,4,435 Sq. M.,Taif
208,"760,000",Apartment,2,2,132 Sq. M.,"Al Rahmanyah, North Jeddah, Jeddah"
209,"1,399,999",Villa,7,5,312 Sq. M.,"Asharai, Makkah"
209,"680,000",Apartment,3,2,229 Sq. M.,"Al Hajla Al Jadid, Makkah"
209,"530,000",Floor,5,4,219 Sq. M.,"Al Salam, Unayzah"
209,"900,000",Floor,5,4,310 Sq. M.,"Al Khalidiyyah, Taif"
209,"1,045,000",Apartment,3,2,194 Sq. M.,"Masarrah, Taif"
209,"880,000",Apartment,2,2,103 Sq. M.,"Al Qumariyyah, Taif"
209,"920,000",Apartment,5,3,214 Sq. M.,"Umm Al Rasf, Taif"
209,"730,000",Apartment,6,3,223 Sq. M.,"Akhbab, Taif"
209,"980,000",Villa,5,3,312 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
209,"1,150,000",Villa,4,4,625 Sq. M.,"Ar Rehab 1, Jazan"
209,"550,000",Apartment,3,2,205 Sq. M.,"Al Muhammadiyah 2, Jazan"
209,"750,000",Apartment,3,3,165 Sq. M.,"Namar, West Riyadh, Riyadh"
209,"650,000",Floor,3,2,450 Sq. M.,"Dahiyat AI Iskan, Taif"
209,"670,000",Apartment,5,3,206 Sq. M.,"Al Huwaya, Taif"
209,"1,250,000",Villa,4,4,352 Sq. M.,"Al Difa, Madina"
209,"740,000",Apartment,3,2,176 Sq. M.,"Alawali, West Riyadh, Riyadh"
209,"480,000",Apartment,3,2,118 Sq. M.,"Al Waha, North Jeddah, Jeddah"
209,"690,000",Apartment,2,2,164 Sq. M.,"Al Samer, North Jeddah, Jeddah"
209,"1,000,000",Floor,3,3,312 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
209,"1,250,000",Villa,3,2,312 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
209,"700,000",Villa,3,2,335 Sq. M.,"Al Quhaib, Taif"
209,"700,000",Villa,4,4,290 Sq. M.,"Al Quhaib, Taif"
209,"700,000",Apartment,3,2,166 Sq. M.,"Al Rahmanyah, North Jeddah, Jeddah"
209,"900,000",Floor,3,2,312 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
209,"690,000",Apartment,3,3,157 Sq. M.,"Al Sawari, North Jeddah, Jeddah"
210,"1,000,000",Floor,3,3,312 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
210,"880,000",Villa,2,2,407 Sq. M.,"As Sulaymaniyah, Taif"
210,"1,150,000",Villa,7,4,332 Sq. M.,"Waset, Taif"
210,"1,150,000",Villa,7,4,400 Sq. M.,"Al Suways 2, Jazan"
210,"550,000",Apartment,5,3,204 Sq. M.,"Al Muhammadiyah 2, Jazan"
210,"1,050,000",Villa,4,4,519 Sq. M.,"Prince Abdullah, Bishah"
210,"430,000",Apartment,3,2,137 Sq. M.,"Al Nur, Dammam"
210,"1,300,000",Villa,9,6,300 Sq. M.,"Al Frosyah, South Jeddah, Jeddah"
210,"1,300,000",Villa,9,6,300 Sq. M.,"Al Frosyah, South Jeddah, Jeddah"
210,"700,000",Apartment,4,2,230 Sq. M.,"Al Aziziyah, Al Jubail"
210,"700,000",Villa,7,5,334 Sq. M.,"Al Quhaib, Taif"
210,"620,000",Apartment,5,3,183 Sq. M.,"Al Huwaya, Taif"
210,"970,000",Villa,6,5,200 Sq. M.,"Al Fadeylah, South Jeddah, Jeddah"
210,"1,600,000",Villa,4,3,295 Sq. M.,"Al Khalidiyyah, Taif"
210,"550,000",Apartment,3,3,205 Sq. M.,"Al Muhammadiyah 2, Jazan"
210,"770,000",Apartment,3,2,222 Sq. M.,"As Salamah, Makkah"
210,"1,050,000",Villa,5,4,397 Sq. M.,"Ar Rehab, Taif"
210,"750,000",Apartment,4,3,176 Sq. M.,"Al Manar, North Jeddah, Jeddah"
210,"1,050,000",Villa,7,5,439 Sq. M.,"Al Maealaa, Ahad Rafidah"
210,"820,000",Apartment,3,3,216 Sq. M.,"Masarrah, Taif"
210,"1,300,000",Villa,6,5,157 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
210,"770,000",Apartment,4,3,183 Sq. M.,"Al Huwaya, Taif"
210,"1,450,000",Villa,7,5,375 Sq. M.,"Al Hajla Al Jadid, Makkah"
210,"450,000",Apartment,5,3,181 Sq. M.,"Ar Rehab 1, Jazan"
210,"950,000",Floor,6,3,567 Sq. M.,"Rahba District, Taif"
211,"620,000",Apartment,5,4,170 Sq. M.,"Ar Rehab 3, Jazan"
211,"674,000",Apartment,6,3,185 Sq. M.,"Al Qumariyyah, Taif"
211,"674,000",Apartment,6,3,185 Sq. M.,"Al Qumariyyah, Taif"
211,"1,300,000",Villa,9,6,300 Sq. M.,"Al Sawari, Al Khobar"
211,"520,000",Apartment,4,3,124 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
211,"650,000",Apartment,4,2,132 Sq. M.,"Al Faisaliyyah, Taif"
211,"700,000",Apartment,7,6,282 Sq. M.,"Al Zuhur, Abha"
211,"500,000",Apartment,6,4,232 Sq. M.,"Al Rayyan, Unayzah"
211,"1,180,000",Villa,7,7,381 Sq. M.,"Al Rawdah, Dammam"
211,"850,000",Villa,7,5,311 Sq. M.,"Ar Rehab, Taif"
211,"730,000",Apartment,6,4,249 Sq. M.,"Akhbab, Taif"
211,"730,000",Apartment,6,4,249 Sq. M.,"Akhbab, Taif"
211,"630,000",Apartment,6,4,260 Sq. M.,"Akhbab, Taif"
211,"970,000",Villa,7,5,200 Sq. M.,"Al Fadeylah, South Jeddah, Jeddah"
211,"1,600,000",Villa,9,6,438 Sq. M.,"Al Sheraa, Al Khobar"
211,"510,000",Apartment,4,3,133 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
211,"1,150,000",Villa,6,5,427 Sq. M.,"Ar Rehab 1, Jazan"
211,"520,000",Apartment,4,3,124 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
211,"1,300,000",Villa,9,6,300 Sq. M.,"Al Sawari, Al Khobar"
211,"650,000",Apartment,4,2,132 Sq. M.,"Al Faisaliyyah, Taif"
211,"1,050,000",Floor,6,4,300 Sq. M.,"Al Rahmanyah, North Jeddah, Jeddah"
211,"990,000",Apartment,7,5,227 Sq. M.,"Al Safa, North Jeddah, Jeddah"
211,"730,000",Apartment,6,4,249 Sq. M.,"Akhbab, Taif"
211,"630,000",Apartment,6,4,260 Sq. M.,"Akhbab, Taif"
211,"560,000",Apartment,8,5,337 Sq. M.,"Al Mansurah, Buraydah Al Qassim Region"
212,"990,000",Apartment,7,5,227 Sq. M.,"Al Safa, North Jeddah, Jeddah"
212,"730,000",Apartment,6,4,249 Sq. M.,"Akhbab, Taif"
212,"730,000",Apartment,6,4,249 Sq. M.,"Akhbab, Taif"
212,"630,000",Apartment,6,4,260 Sq. M.,"Akhbab, Taif"
212,"970,000",Villa,7,5,200 Sq. M.,"Al Fadeylah, South Jeddah, Jeddah"
212,"560,000",Apartment,8,5,337 Sq. M.,"Al Mansurah, Buraydah Al Qassim Region"
212,"880,000",Floor,5,3,250 Sq. M.,"Dirab, West Riyadh, Riyadh"
212,"680,000",Floor,3,4,244 Sq. M.,"Wadi Jalil, Makkah"
212,"1,250,000",Villa,6,5,213 Sq. M.,"Al Zumorrud, North Jeddah, Jeddah"
212,"970,000",Villa,7,4,310 Sq. M.,"Al jameen, Khamis Mushait"
212,"1,300,000",Villa,6,7,201 Sq. M.,"Al Zumorrud, North Jeddah, Jeddah"
212,"730,000",Villa,8,6,328 Sq. M.,"Al yarmuk, Khamis Mushait"
212,"500,000",Floor,5,4,224 Sq. M.,"Al yarmuk, Khamis Mushait"
212,"530,000",Residential Building,4,3,,"Al Waha, North Jeddah, Jeddah"
212,"7,000,000",Residential Building,7,5,,"Al Wurud, North Riyadh, Riyadh"
212,"420,000",Apartment,3,3,99 Sq. M.,"Al Faisaliyah, Central Jeddah, Jeddah"
212,"2,200,000",Villa,6,6,275 Sq. M.,"Al Maizilah, East Riyadh, Riyadh"
212,"1,400,000",Villa,5,6,287 Sq. M.,"Al Maizilah, East Riyadh, Riyadh"
212,"1,300,000",Floor,4,3,650 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
212,"1,504,000",Residential Land,N/A,N/A,752 Sq. M.,Riyadh
212,"750,000",Apartment,6,4,205 Sq. M.,"King Fahd, Makkah"
212,"450,000",Apartment,3,2,102 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
212,"2,600,000",Villa,4,5,375 Sq. M.,"Al Bayan Neighborhood, East Riyadh, Riyadh"
212,"3,800,000",Villa,6,3,400 Sq. M.,"Sidra, Riyadh"
212,"1,800,000",Apartment,7,6,302 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
213,"3,600,000",Land,N/A,N/A,720 Sq. M.,"Agruba, Al Jubaylah"
213,"850,180",Residential Land,N/A,N/A,293 Sq. M.,Riyadh
213,"1,150,200",Residential Land,N/A,N/A,810 Sq. M.,"Bani Bayadah, Madina"
213,750,Residential Land,N/A,N/A,600 Sq. M.,"Al Matar District, Madina"
213,"2,300,000",Villa,5,6,318 Sq. M.,"Al Saadah, East Riyadh, Riyadh"
213,"750,000",Floor,4,4,538 Sq. M.,"Al Murjan, East Riyadh, Riyadh"
213,"4,500,000",Villa,4,4,450 Sq. M.,"Al Sheraa, North Jeddah, Jeddah"
213,"630,000",Apartment,5,4,201 Sq. M.,"Abruq Al Rughamah, North Jeddah, Jeddah"
213,"885,000",Apartment,5,4,164 Sq. M.,"Al Safa, North Jeddah, Jeddah"
213,"695,000",Apartment,5,4,155 Sq. M.,"Al Safa, North Jeddah, Jeddah"
213,"595,000",Apartment,4,3,139 Sq. M.,"Al Safa, North Jeddah, Jeddah"
213,"665,000",Apartment,5,3,148 Sq. M.,"Al Faisaliyah, Central Jeddah, Jeddah"
213,"748,800",Residential Land,N/A,N/A,936 Sq. M.,"Az Zahir, Riyadh"
213,"96,736,800",Land,N/A,N/A,"2,418 Sq. M.","Al Maabdah, Makkah"
213,"1,300,000",Residential Land,N/A,N/A,650 Sq. M.,"Al Salam, Dammam"
213,"880,000",Apartment,4,2,147 Sq. M.,"Al Rawabi, East Riyadh, Riyadh"
213,"4,500,000",Rest House,3,1,543 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
213,"770,000",Residential Land,N/A,N/A,385 Sq. M.,"Al Rahmanyah, North Jeddah, Jeddah"
213,"4,018,050",Land,N/A,N/A,"1,339 Sq. M.","Al Shiqah, Buraydah Al Qassim Region"
213,"1,600,000",Villa,8,6,412 Sq. M.,"Al Yaqout, North Jeddah, Jeddah"
213,"5,350,000",Villa,7,6,402 Sq. M.,"Al Muhammadiyah, North Jeddah, Jeddah"
213,"700,740",Residential Land,N/A,N/A,"1,020 Sq. M.","Al Raya district, East Riyadh, Riyadh"
213,"5,600,000",Villa,4,5,400 Sq. M.,"Al Yasmin, North Riyadh, Riyadh"
213,"733,000",Apartment,4,6,221 Sq. M.,"Al Waha, North Jeddah, Jeddah"
213,"3,300,000",Villa,3,5,250 Sq. M.,"Al Yasmin, North Riyadh, Riyadh"
214,"5,625,000",Land,N/A,N/A,900 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
214,"6,700,000",Villa,8,7,900 Sq. M.,"Al Quds, East Riyadh, Riyadh"
214,"795,000",Apartment,4,4,"2,000 Sq. M.","Al Nahdah, North Jeddah, Jeddah"
214,"660,000",Apartment,3,4,"2,000 Sq. M.","Al Nahdah, North Jeddah, Jeddah"
214,"625,000",Apartment,3,4,763 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
214,"770,000",Apartment,4,3,600 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
214,"2,700,000",Floor,3,3,195 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
214,"750,403",Residential Land,N/A,N/A,414 Sq. M.,"Al Fursan, Dammam"
214,"3,000,000",Residential Land,N/A,N/A,500 Sq. M.,"Al Mohamdya, Makkah"
214,"2,800,216",Residential Land,N/A,N/A,719 Sq. M.,"Al Samer, North Jeddah, Jeddah"
214,"1,325,000",Residential Land,N/A,N/A,500 Sq. M.,"Al Saif, Dammam"
214,"2,500,000",Villa,7,5,360 Sq. M.,"Al Muhammadiyah, North Jeddah, Jeddah"
214,"1,000,000",Apartment,4,4,124 Sq. M.,"Al Khaleej, East Riyadh, Riyadh"
214,"2,406,554",Residential Land,N/A,N/A,659 Sq. M.,"Al Mraikh, North Jeddah, Jeddah"
214,"490,000",Apartment,4,3,132 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
214,"189,000,000",Residential Land,N/A,N/A,630 Sq. M.,"Ar Rawdah, Al Majmaah Riyadh Region"
214,"20,000,000",Villa,7,8,540 Sq. M.,"Al Malqa, North Riyadh, Riyadh"
214,"412,200",Residential Land,N/A,N/A,687 Sq. M.,"Al Amal, Baljurashi"
214,"202,500",Residential Land,N/A,N/A,810 Sq. M.,Sakhwan Al Bahah Region
214,"380,000",Residential Land,N/A,N/A,312 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
214,"300,000",Building,N/A,N/A,193 Sq. M.,"As Salam, Baljurashi"
214,"530,000",Apartment,4,3,143 Sq. M.,"Al Waha, North Jeddah, Jeddah"
214,"1,500,000",Floor,2,2,108 Sq. M.,"Al Olaya, North Riyadh, Riyadh"
214,"810,000",Residential Land,N/A,N/A,375 Sq. M.,Riyadh
214,"2,681,147",Residential Land,N/A,N/A,"1,411 Sq. M.","Al Kair District, North Riyadh, Riyadh"
215,"712,800",Residential Land,N/A,N/A,990 Sq. M.,"Al Mashriq, Riyadh"
215,"862,500",Residential Land,N/A,N/A,375 Sq. M.,"Al Kair District, North Riyadh, Riyadh"
215,"1,050,000",Residential Land,N/A,N/A,500 Sq. M.,"Al Kair District, North Riyadh, Riyadh"
215,"1,050,000",Residential Land,N/A,N/A,500 Sq. M.,"Al Kair District, North Riyadh, Riyadh"
215,"993,750",Residential Land,N/A,N/A,375 Sq. M.,"Al Kair District, North Riyadh, Riyadh"
215,"993,750",Residential Land,N/A,N/A,375 Sq. M.,"Al Kair District, North Riyadh, Riyadh"
215,"2,201,250",Residential Land,N/A,N/A,750 Sq. M.,Riyadh
215,"2,201,250",Residential Land,N/A,N/A,750 Sq. M.,Riyadh
215,"2,000,000",Villa,6,5,220 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
215,"190,850",Residential Land,N/A,N/A,550 Sq. M.,"Amal District, Al Bukayriyah"
215,"4,000,000",Villa,7,5,339 Sq. M.,"Al Hamdaniyah, North Jeddah, Jeddah"
215,"680,000",Apartment,5,4,188 Sq. M.,"Al Aziziyah, North Jeddah, Jeddah"
215,"1,575,000",Residential Land,N/A,N/A,525 Sq. M.,"Al Shuhada, Makkah"
215,"1,650,000",Villa,7,6,312 Sq. M.,"Al Falah, North Jeddah, Jeddah"
215,"13,046,384",Residential Land,N/A,N/A,815 Sq. M.,"Wadi Jalil, Makkah"
215,"9,929,955",Land,N/A,N/A,"2,837 Sq. M.","Al Hamraa District, Makkah"
215,"750,000",Apartment,3,3,159 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
215,"420,000",Apartment,3,3,143 Sq. M.,"Al Naim, North Jeddah, Jeddah"
215,"549,000",Apartment,3,3,120 Sq. M.,"Mishrifah, North Jeddah, Jeddah"
215,"6,800,000",Villa,9,6,450 Sq. M.,"Al Malqa, North Riyadh, Riyadh"
215,"1,960,000",Residential Land,N/A,N/A,560 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
215,"840,000",Apartment,5,3,121 Sq. M.,"Al Bawadi, North Jeddah, Jeddah"
215,"4,500,000",Villa,9,5,425 Sq. M.,"Al Arid, North Riyadh, Riyadh"
215,"700,000",Apartment,5,4,173 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
215,"1,725,000",Residential Land,N/A,N/A,750 Sq. M.,"Badr, South Riyadh, Riyadh"
216,"650,000",Apartment,3,3,115 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
216,"460,000",Apartment,3,3,110 Sq. M.,"Dirab, West Riyadh, Riyadh"
216,"2,000,000",Villa,3,3,252 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
216,"2,100,000",Villa,7,7,360 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
216,590,Apartment,4,3,229 Sq. M.,"Al Hazm, West Riyadh, Riyadh"
216,"5,100,000",Villa,7,6,450 Sq. M.,"Al Yasmin, North Riyadh, Riyadh"
216,"789,000",Apartment,3,3,"5,857 Sq. M.","Al Bahar, Al Khobar"
216,"3,049,000",Villa,4,4,"6,682 Sq. M.","Al Bahar, Al Khobar"
216,"1,730,000",Villa,3,3,"2,357 Sq. M.","Al Arid, North Riyadh, Riyadh"
216,"1,099,000",Apartment,3,2,"1,050 Sq. M.","Al Mughrizat, North Riyadh, Riyadh"
216,"1,399,000",Apartment,4,2,116 Sq. M.,"Al Izdihar, East Riyadh, Riyadh"
216,"1,299,000",Apartment,2,2,750 Sq. M.,"King Faisal, East Riyadh, Riyadh"
216,"2,124,000,000",Residential Land,N/A,N/A,849 Sq. M.,Riyadh
216,"1,149,000",Apartment,3,3,127 Sq. M.,"Al Arid, North Riyadh, Riyadh"
216,"1,620,000",Residential Land,N/A,N/A,900 Sq. M.,"Dahiat Namar, West Riyadh, Riyadh"
216,"5,400,000",Villa,8,5,450 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
216,"406,250",Residential Land,N/A,N/A,312 Sq. M.,"Dirab, West Riyadh, Riyadh"
216,"530,000",Apartment,4,3,151 Sq. M.,"Al Safa, North Jeddah, Jeddah"
216,"700,434",Residential Land,10,4,,"Al Nakhbah, Riyadh"
216,"729,000",Residential Land,N/A,N/A,405 Sq. M.,"Al Buhairah, Al Khobar"
216,"742,500",Residential Land,N/A,N/A,412 Sq. M.,"Al Buhairah, Al Khobar"
216,"607,500",Residential Land,N/A,N/A,337 Sq. M.,"Al Buhairah, Al Khobar"
216,"1,272,000",Residential Land,N/A,N/A,795 Sq. M.,"Al Kair District, North Riyadh, Riyadh"
216,"1,192,500",Residential Land,N/A,N/A,795 Sq. M.,"Al Kair District, North Riyadh, Riyadh"
216,"632,000",Residential Land,N/A,N/A,395 Sq. M.,"Al Kair District, North Riyadh, Riyadh"
217,"607,500",Residential Land,N/A,N/A,375 Sq. M.,Riyadh
217,"644,800",Residential Land,N/A,N/A,403 Sq. M.,Riyadh
217,"702,000",Residential Land,N/A,N/A,390 Sq. M.,Riyadh
217,"607,500",Residential Land,N/A,N/A,405 Sq. M.,"Al Kair District, North Riyadh, Riyadh"
217,"1,148,812",Residential Land,N/A,N/A,459 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
217,"1,380,000",Villa,4,3,341 Sq. M.,"Al Saadah, East Riyadh, Riyadh"
217,"1,312,500",Land,N/A,N/A,875 Sq. M.,"Dst C7, Huraymila"
217,"3,700,000",Villa,6,6,350 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
217,"11,275,000",Building,N/A,N/A,900 Sq. M.,"Dhahrat Laban, West Riyadh, Riyadh"
217,"1,400,000",Villa,5,6,287 Sq. M.,"Al Maizilah, East Riyadh, Riyadh"
217,"1,100,000",Floor,4,4,184 Sq. M.,"Al Nahdah, East Riyadh, Riyadh"
217,"1,150,000",Residential Land,N/A,N/A,575 Sq. M.,"Al Hazm, West Riyadh, Riyadh"
217,"300,000",Residential Land,N/A,N/A,600 Sq. M.,"Al Salam, Al Zulfi"
217,"1,150,000",Residential Land,N/A,N/A,575 Sq. M.,"Al Hazm, West Riyadh, Riyadh"
217,"1,300,000",Villa,6,5,400 Sq. M.,"Al Uraija Al Wusta, West Riyadh, Riyadh"
217,"1,950,000",Villa,8,7,400 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
217,"1,180,000",Building,N/A,N/A,446 Sq. M.,"Al Umrah, Makkah"
217,"1,600,000",Apartment,3,3,144 Sq. M.,"Al Rabi, North Riyadh, Riyadh"
217,"441,798",Residential Land,N/A,N/A,659 Sq. M.,"Mishrifah, Al Hayathem"
217,"750,000",Apartment,4,3,120 Sq. M.,"Al Rawdah, North Jeddah, Jeddah"
217,"1,800,000",Villa,9,6,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
217,"750,000",Apartment,4,5,251 Sq. M.,"Governmental1, Jeddah"
217,"4,200,050",Residential Land,N/A,N/A,"1,043 Sq. M.","Al Saif, Dammam"
217,"770,000",Apartment,5,4,211 Sq. M.,"Al Naseem, Taif"
217,"6,800,000",Villa,3,3,396 Sq. M.,"Al Qirawan, North Riyadh, Riyadh"
218,"520,000",Apartment,4,3,125 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
218,"1,800,000",Floor,3,2,188 Sq. M.,"Al Arid, North Riyadh, Riyadh"
218,"2,100,000",Floor,4,3,238 Sq. M.,"Al Arid, North Riyadh, Riyadh"
218,"230,396",Residential Land,N/A,N/A,614 Sq. M.,"33J, Al Basr Al Qassim Region"
218,"72,187",Residential Land,N/A,N/A,437 Sq. M.,Aldilfaeuh
